category,message,uz-UZ,oz-UZ,ru-RU,en-US,kk-UZ,tg-TG,kz-KZ,tm-TM,kg-KG
app,"RE: {message}","RE: {message}","RE: {message}","RE: {message}",,,,,,
app,Remove,O‘chirish,Ўчириш,Удалить,,,,,,
app,reorder,"Fanni tasdiqlash","Фанни тасдиқлаш","Утвердить предмет",,,,,,
app,Reorder,"Fanni tasdiqlash","Фанни тасдиқлаш","Утвердить предмет",,,,,,
app,Replied,"Javob berilgan","Жавоб берилган",Отвечанные,,,,,,
app,Reply,"Javob berish","Жавоб бериш",Ответить,,,,,,
app,Report,Hisobotlar,Ҳисоботлар,Отчеты,Reports,,,,,
app,"Report By Resources","Resurslar hisoboti","Ресурслар ҳисоботи","Отчет по ресурсам","Report By Resources",,,,,
app,"Report By Rooms","Auditoriya bandligi","Аудитория бандлиги","Занятность аудиторий","Report By Rooms",,,,,
app,"Report By Students","Talaba faolligi","Талаба фаоллиги","Активность студента","Student activity",,,,,
app,"Report By Teachers","O'qituvchi faolligi","Ўқитувчи фаоллиги","Активность преподавателя","Teacher activity",,,,,
app,"Report: Contract","Hisobot: Shartnoma","Ҳисобот: Шартнома","Отчет: Контракты","Report: Contract",,,,,
app,"Report: Contracts","Hisobot: Shartnomalar","Ҳисобот: Шартномалар","Отчет: Контракты","Report: Contracts",,,,,
app,"Report: Employment","Hisobot: Bandlik","Ҳисобот: Бандлик","Отчет: Трудоустройство","Report: Employment",,,,,
app,"Report Error","Xatolikni jo'natish","Хатоликни жўнатиш","Сообщить об ошибке",,,,,,
app,"Report Teacher Map","O'qituvchi bandligi","Ўқитувчи бандлиги","Занятность препод.","Report By Teachers",,,,,
app,"Republic Olympiad","Respublika darajasida","Республика даражасида",Республиканское,Republican,,,,,
app,"Request failed","So‘rov bajarilmadi","Сўров бажарилмади","Запрос не выполнен",,,,,,
app,"Request failed1","So'rovda xatolik yuz berdi","Сўровда хатолик юз берди","Запрос не выполнен",,,,,,
app,"Request sended to Author","Muallifga so'rov yuborildi, u  so'rovni tasdiqlamaguncha qo'shilgan ish hisobga olinmaydi","Муаллифга сўров юборилди, у сўровни тасдиқламагунча қўшилган иш ҳисобга олинмайди.","Автору отправлен запрос, добавленная работа не будет рассматриваться, пока он не одобрит данный запрос",,,,,,
app,"Request send for contract",Yuborildi,Юборилди,Отправлен,,,,,,
app,Reserved,Zaxiralangan,Захираланган,Резервировано,,,,,,
app,Reset,Bekor,Бекор,Сброс,,,,,,
app,"Reset Password","Parolni bekor qilish","Паролни бекор қилиш","Сброс пароля",,,,,,
app,"Reset Sessions","Seansni o'chirish","Сеансни ўчириш","Сбросить сеансы","Reset Sessions",,,,,
app,"Resource information","Resurs ma'lumoti","Ресурс маълумоти","Информация ресурса",,,,,,
app,Resources,Resurslar,Ресурслар,Ресурсы,,,,,,
app,"Resources count","Resurs soni","Ресурс сони","Кол-во ресурсов","Resources count",,,,,
app,"Resource Type",,,,,,,,,
app,Restore,Tiklash,Тиклаш,Восстановить,,,,,,
app,"Restore Meta Id",,,,,,,,,
app,"Restore Student",Tiklash,Тиклаш,Восстановить,Readmit,,,,,
app,"Result For Rework",,,,,,,,,
app,"Resurslar mavjud emas","Resurslar mavjud emas","Ресруслар мавжуд эмас","Ресурсы недоступны",,,,,,
app,"Resurs nomi: {name}","Resurs nomi: {name}","Ресурс номи: {name}","Название ресурса: {name}",,,,,,
app,"Retraining status","Qayta tayyorlov","Қайта тайёрлов",Переподготовка,Retraining,,,,,
app,"Reworked Date","Qata topshirirsh sanasi","Қайта топшириш санаси","Дата отработки",,,,,,
app,Role,Rol,Рол,Роль,,,,,,
app,"Role `{name}` created successfully.","Rol `{name}` muvaffaqiyatli yaratildi","Рол `{name}` муваффақиятли яратилди","Роль `{name}` создана успешно.",,,,,,
app,"Role `{name}` deleted successfully.","Rol `{name}` muvaffaqiyatli o'chirildi","Рол `{name}` муваффақиятли ўчирилди","Роль `{name}` успешно удалена",,,,,,
app,"Role `{name}` updated successfully.","Rol `{name}` muvaffaqiyatli o'zgartirildi","Рол `{name}` муваффақиятли ўзгартирилди","Роль `{name}` успешно обновлена.",,,,,,
app,Room,Xona,Хона,Комната,,,,,,
app,"Roommate Count","Birga yashaydiganlar soni","Бирга яшайдиганлар сони","Количество вместе живущих","Roommate Count",,,,,
app,"Ro'yxat raqami","Ro‘yxat raqami","Рўйхат рақами","Номер списка","Registration number",,,,,
app,"Run Report",Yuborish,Юбориш,Отправить,"Run Report",,,,,
app,Russian,Русский,Русский,Русский,,,,,,
app,S,S,S,S,,,,,,
app,Sababli,Sababli,Сабабли,Уважительное,,,,,,
app,Sababsiz,Sababsiz,Сабабсиз,Неуважительное,,,,,,
app,"Satisfactory Amount","30% Fan","30% Фан","30% Предмет","30% Courses",,,,,
app,Save,Saqlash,Сақлаш,Сохранить,,,,,,
app,"Save Draft","Qoralamani saqlash","Қораламани сақлаш","Сохранить черновик",,,,,,
app,"Savol / Fayl","Savol / Fayl","Савол / файл","Вопрос / файл","Test / file",,,,,
app,"Savollar soni: {b}{count} ta{/b}{br}Ajratilgan vaqt: {b}{min} daqiqa{/b}{br}Urinishlar soni: {b}{attempted} / {attempt} marta{/b}","Savollar soni: {b}{count} ta{/b}{br}Ajratilgan vaqt: {b}{min} daqiqa{/b}{br}Urinishlar soni: {b}{attempted} / {attempt} marta{/b}","Саволлар сони: {b}{count} та {/b}{br} Ажратилган вақт: {b}{min} дақиқа {/b}{br} Уринишлар сони: {b}{attempted} / {attempt} марта {/b}","Количество вопросов: {b}{count} {/b} {br} Время теста: {b}{min} дақиқа {/b}{br} Количество попыток: {b}{attempted} / {attempt} раз {/b}",,,,,,
app,Schedule,Jadval,Жадвал,Расписание,,,,,,
app,"Schedule [{code}] created successfully","Jadval [{code}] muvaffaqiyatli yaratildi","Жадвал [{code}] муваффақиятли яратилди","Расписание [{code}] успешно создано","Schedule [{code}] created successfully",,,,,
app,"Schedule [{code}] deleted successfully","Jadval [{code}] muvaffaqiyatli o‘zgartirildi","Жадвал [{code}] муваффақиятли ўзгартирилди","Расписание [{code}] успешно удалено","Schedule [{code}] deleted successfully",,,,,
app,"Schedule [{code}] edited successfully","Jadval [{code}] muvaffaqiyatli o'zgartirildi","Жадвал [{code}] муваффақиятли ўзгартирилди","Расписание [{code}] успешно обновлено","Schedule [{code}] updated successfully",,,,,
app,"Schedule Form","Jadval shakli","Жадвал шакли","Форма расписания",,,,,,
app,"Schedule List","Jadval ro'yxati","Жадвал рўйхати","Список расписание","Schedule List",,,,,
app,Science,"Ilmiy faoliyat","Илмий фаолият","Научный процесс",,,,,,
app,"Science Activity Check","Ilmiy faollik (tasdiq)","Илмий фаоллик (тасдиқ)","Научная активность (подтв.)",,,,,,
app,"Science Branch Id","Fan tarmog'i","Фан тармоғи","Отрасль науки",,,,,,
app,"Science Criteria Template","Mezonlar shabloni","Мезонлар шаблони","Шаблон критерий",,,,,,
app,"Science Department Rating","Kafedra reytingi","Кафедра рейтинги","Рейтинг кафедры",,,,,,
app,"Science Dissertation Defense Edit","Himoya ma'lumotini o'zgartirish","Ҳимоя маълумотини ўзгартириш","Изменение данных о защите",,,,,,
app,"Science Doctorate Student",Doktorantlar,Докторантлар,Докторанты,,,,,,
app,"Science Doctorate Student Edit","Tadqoqitchi ma'lumotini o'zgartirish","Тадқиқотчи маълумотини ўзгартириш","Изменение данных о соискателя",,,,,,
app,"Science Doctorate Student Passport Edit","Pasportni tahrirlash","Паспортни таҳрирлаш","Редактирование паспорта",,,,,,
app,"Science Faculty Rating","Fakultet reytingi","Факультет рейтинги","Рейтинг факультета",,,,,,
app,"Science Methodical Check","Uslubiy nashr tasdig'i","Услубий нашр тасдиғи","Принять методической работы",,,,,,
app,"Science Project","Ilmiy loyihalar","Илмий лойиҳалар","Научные проекты",,,,,,
app,"Science Project Edit","Ilmiy loyihalarni yaratish","Илмий лойиҳаларни яратиш","Создание исследовательских проектов",,,,,,
app,"Science Project Member","Ijrochilar ma'lumotlari","Ижрочилар маълумотлари","Данные об исполнителях",,,,,,
